연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2025-03,정원손해보험,자동차,20대,여성,1196,44,102981000,93390000,90.7
2025-03,정원손해보험,자동차,30대,남성,1821,66,143531000,127442000,88.8
2025-03,정원손해보험,자동차,30대,여성,1599,55,105808000,89911000,85.0
2025-03,정원손해보험,자동차,40대,남성,1633,55,115827000,100687000,86.9
2025-03,정원손해보험,자동차,40대,여성,1466,48,88865000,73657000,82.9
2025-03,정원손해보험,자동차,50대,남성,1316,46,100401000,90420000,90.1
2025-03,정원손해보험,자동차,50대,여성,1102,36,70945000,59608000,84.0
2025-03,해피손해보험,자동차,20대,남성,1501,57,141106000,134443000,95.3
2025-03,해피손해보험,자동차,20대,여성,1324,50,104456000,94981000,90.9
2025-03,해피손해보험,자동차,30대,남성,1952,70,139356000,124932000,89.6
2025-03,해피손해보험,자동차,30대,여성,1748,58,106518000,93734000,88.0
2025-03,해피손해보험,자동차,40대,남성,1919,64,123915000,105101000,84.8
2025-03,해피손해보험,자동차,40대,여성,1556,51,85995000,71822000,83.5
2025-03,해피손해보험,자동차,50대,남성,1427,49,100892000,89148000,88.4
2025-03,해피손해보험,자동차,50대,여성,1216,43,73383000,64618000,88.1
2025-03,조녁생명,어린이,0-1세,남성,572,26,33926000,28974000,85.4
2025-03,조녁생명,어린이,0-1세,여성,518,24,30018000,25351000,84.5
2025-03,조녁생명,어린이,2-5세,남성,985,39,38458000,32096000,83.5
2025-03,조녁생명,어린이,2-5세,여성,886,36,35164000,28556000,81.2
2025-03,조녁생명,어린이,6-10세,남성,1075,41,32984000,26927000,81.6
2025-03,조녁생명,어린이,6-10세,여성,1033,40,32548000,25494000,78.3
2025-03,조녁생명,어린이,11-15세,남성,792,27,21051000,16897000,80.3
2025-03,조녁생명,어린이,11-15세,여성,748,28,20285000,15754000,77.7
2025-03,미래라이프,어린이,0-1세,남성,618,29,32530000,27236000,83.7
2025-03,미래라이프,어린이,0-1세,여성,598,28,30878000,25149000,81.4
2025-03,미래라이프,어린이,2-5세,남성,1093,43,37319000,29152000,78.1
2025-03,미래라이프,어린이,2-5세,여성,999,41,34851000,27814000,79.8
2025-03,미래라이프,어린이,6-10세,남성,1225,49,33849000,26069000,77.0
2025-03,미래라이프,어린이,6-10세,여성,1198,46,32672000,24799000,75.9
2025-03,미래라이프,어린이,11-15세,남성,886,32,21084000,16100000,76.4
2025-03,미래라이프,어린이,11-15세,여성,874,32,20446000,15311000,74.9
2025-03,정원손해보험,어린이,0-1세,남성,583,27,31800000,26175000,82.3
2025-03,정원손해보험,어린이,0-1세,여성,542,25,29803000,24836000,83.3
2025-03,정원손해보험,어린이,2-5세,남성,986,41,36064000,28425000,78.8
2025-03,정원손해보험,어린이,2-5세,여성,970,41,36161000,28767000,79.6
2025-03,정원손해보험,어린이,6-10세,남성,1151,44,33201000,25752000,77.6
2025-03,정원손해보험,어린이,6-10세,여성,1079,42,31501000,24516000,77.8
2025-03,정원손해보험,어린이,11-15세,남성,862,32,21377000,16268000,76.1
2025-03,정원손해보험,어린이,11-15세,여성,804,29,20047000,15174000,75.7
2025-03,해피손해보험,어린이,0-1세,남성,655,30,33257000,28191000,84.8
2025-03,해피손해보험,어린이,0-1세,여성,613,27,30973000,25347000,81.8
2025-03,해피손해보험,어린이,2-5세,남성,1149,46,38712000,31187000,80.6
2025-03,해피손해보험,어린이,2-5세,여성,1024,43,34893000,28353000,81.3
2025-03,해피손해보험,어린이,6-10세,남성,1231,48,33185000,25938000,78.2
2025-03,해피손해보험,어린이,6-10세,여성,1158,44,30985000,23815000,76.9
2025-03,해피손해보험,어린이,11-15세,남성,943,33,21385000,16906000,79.1
2025-03,해피손해보험,어린이,11-15세,여성,878,33,20087000,15293000,76.1
2025-03,조녁생명,실손,20대,남성,1311,43,14580000,12036000,82.6
2025-03,조녁생명,실손,20대,여성,1338,46,15429000,13013000,84.3
2025-03,조녁생명,실손,30대,남성,1448,52,19965000,16904000,84.7
2025-03,조녁생명,실손,30대,여성,1572,58,22279000,19726000,88.5
2025-03,조녁생명,실손,40대,남성,1394,51,24681000,21339000,86.5
2025-03,조녁생명,실손,40대,여성,1410,50,25818000,23112000,89.5
2025-03,조녁생명,실손,50대,남성,1170,47,25764000,23327000,90.5
2025-03,조녁생명,실손,50대,여성,1222,53,28003000,29963000,107.0
2025-03,조녁생명,실손,60대,남성,785,33,20595000,19379000,94.1
2025-03,조녁생명,실손,60대,여성,820,35,22546000,22180000,98.4
2025-03,미래라이프,실손,20대,남성,1421,47,14021000,11278000,80.4
2025-03,미래라이프,실손,20대,여성,1567,56,16341000,13673000,83.7
2025-03,미래라이프,실손,30대,남성,1662,57,20481000,16344000,79.8
2025-03,미래라이프,실손,30대,여성,1839,64,23113000,19333000,83.6
2025-03,미래라이프,실손,40대,남성,1567,54,24550000,20431000,83.2
2025-03,미래라이프,실손,40대,여성,1638,59,27021000,22847000,84.6
2025-03,미래라이프,실손,50대,남성,1292,52,25406000,21979000,86.5
2025-03,미래라이프,실손,50대,여성,1366,60,28278000,29756000,105.2
2025-03,미래라이프,실손,60대,남성,847,35,19307000,17772000,92.0
2025-03,미래라이프,실손,60대,여성,911,40,21959000,20390000,92.9
2025-03,정원손해보험,실손,20대,남성,1343,44,14003000,11218000,80.1
2025-03,정원손해보험,실손,20대,여성,1398,50,15129000,12476000,82.5
2025-03,정원손해보험,실손,30대,남성,1548,53,19917000,16641000,83.6
2025-03,정원손해보험,실손,30대,여성,1626,56,21777000,18550000,85.2
2025-03,정원손해보험,실손,40대,남성,1443,50,23990000,19982000,83.3
2025-03,정원손해보험,실손,40대,여성,1556,57,26571000,22857000,86.0
2025-03,정원손해보험,실손,50대,남성,1213,47,24975000,21969000,88.0
2025-03,정원손해보험,실손,50대,여성,1286,55,27452000,28292000,103.1
2025-03,정원손해보험,실손,60대,남성,818,35,19987000,18780000,94.0
2025-03,정원손해보험,실손,60대,여성,819,35,20822000,19726000,94.7
2025-03,해피손해보험,실손,20대,남성,1526,50,14809000,11862000,80.1
2025-03,해피손해보험,실손,20대,여성,1556,53,15281000,12729000,83.3
2025-03,해피손해보험,실손,30대,남성,1685,56,20055000,16675000,83.1
2025-03,해피손해보험,실손,30대,여성,1752,61,21073000,18036000,85.6
2025-03,해피손해보험,실손,40대,남성,1643,56,24699000,21305000,86.3
2025-03,해피손해보험,실손,40대,여성,1628,62,25981000,22672000,87.3
2025-03,해피손해보험,실손,50대,남성,1266,51,23840000,21615000,90.7
2025-03,해피손해보험,실손,50대,여성,1354,58,26704000,28499000,106.7
2025-03,해피손해보험,실손,60대,남성,894,37,20111000,18667000,92.8
2025-03,해피손해보험,실손,60대,여성,934,41,21608000,20687000,95.7
2025-03,조녁생명,종신,30대,남성,438,3,44241000,34480000,77.9
2025-03,조녁생명,종신,30대,여성,459,2,42698000,31364000,73.5
2025-03,조녁생명,종신,40대,남성,536,3,84932000,66733000,78.6
2025-03,조녁생명,종신,40대,여성,535,3,77746000,59335000,76.3
2025-03,조녁생명,종신,50대,남성,483,3,103245000,83454000,80.8
2025-03,조녁생명,종신,50대,여성,496,3,99997000,77134000,77.1
2025-03,조녁생명,종신,60대,남성,345,3,98909000,81482000,82.4
2025-03,조녁생명,종신,60대,여성,345,3,90144000,73374000,81.4
2025-03,조녁생명,종신,70대,남성,194,1,65719000,57552000,87.6
2025-03,조녁생명,종신,70대,여성,201,2,62521000,52233000,83.5
2025-03,미래라이프,종신,30대,남성,517,3,45030000,32909000,73.1
2025-03,미래라이프,종신,30대,여성,505,3,41903000,29719000,70.9
2025-03,미래라이프,종신,40대,남성,589,4,82337000,61695000,74.9
2025-03,미래라이프,종신,40대,여성,592,4,77715000,57049000,73.4
2025-03,미래라이프,종신,50대,남성,562,4,108324000,83316000,76.9
2025-03,미래라이프,종신,50대,여성,560,4,99644000,75210000,75.5
2025-03,미래라이프,종신,60대,남성,382,3,95617000,75970000,79.5
2025-03,미래라이프,종신,60대,여성,380,3,89871000,69721000,77.6
2025-03,미래라이프,종신,70대,남성,225,2,65476000,55335000,84.5
2025-03,미래라이프,종신,70대,여성,223,2,62210000,50608000,81.4
2025-03,정원손해보험,화재,30대,남성,283,4,5099000,4238000,83.1
2025-03,정원손해보험,화재,30대,여성,276,4,4999000,4148000,83.0
2025-03,정원손해보험,화재,40대,남성,431,6,10170000,8595000,84.5
2025-03,정원손해보험,화재,40대,여성,426,6,10181000,8508000,83.6
2025-03,정원손해보험,화재,50대,남성,503,7,15649000,13679000,87.4
2025-03,정원손해보험,화재,50대,여성,503,7,15763000,13662000,86.7
2025-03,정원손해보험,화재,60대,남성,368,6,16487000,15307000,92.8
2025-03,정원손해보험,화재,60대,여성,362,5,16059000,14863000,92.6
2025-03,해피손해보험,화재,30대,남성,310,5,5042000,4221000,83.7
2025-03,해피손해보험,화재,30대,여성,305,4,5037000,4329000,85.9
2025-03,해피손해보험,화재,40대,남성,463,7,10195000,8692000,85.3
2025-03,해피손해보험,화재,40대,여성,456,7,10086000,8520000,84.5
2025-03,해피손해보험,화재,50대,남성,554,9,16087000,14278000,88.8
2025-03,해피손해보험,화재,50대,여성,550,9,15901000,13906000,87.5
2025-03,해피손해보험,화재,60대,남성,403,6,16744000,15708000,93.8
2025-03,해피손해보험,화재,60대,여성,391,6,15797000,14761000,93.4
2025-04,정원손해보험,자동차,20대,남성,1400,54,141021000,131170000,93.0
2025-04,정원손해보험,자동차,20대,여성,1207,47,105798000,93446000,88.3
2025-04,정원손해보험,자동차,30대,남성,1831,65,140934000,125989000,89.4
2025-04,정원손해보험,자동차,30대,여성,1505,49,98325000,83996000,85.4
2025-04,정원손해보험,자동차,40대,남성,1707,55,119709000,103545000,86.5
2025-04,정원손해보험,자동차,40대,여성,1449,43,89270000,73094000,81.9
2025-04,정원손해보험,자동차,50대,남성,1359,48,102429000,91432000,89.3
2025-04,정원손해보험,자동차,50대,여성,1117,37,72229000,61048000,84.5
2025-04,해피손해보험,자동차,20대,남성,1571,61,144414000,134198000,92.9
2025-04,해피손해보험,자동차,20대,여성,1351,49,109854000,99281000,90.4
2025-04,해피손해보험,자동차,30대,남성,2018,70,144738000,130082000,89.9
2025-04,해피손해보험,자동차,30대,여성,1751,59,106260000,89831000,84.5
2025-04,해피손해보험,자동차,40대,남성,1876,59,121619000,104745000,86.1
2025-04,해피손해보험,자동차,40대,여성,1560,48,87838000,72501000,82.5
2025-04,해피손해보험,자동차,50대,남성,1445,50,99202000,86651000,87.3
2025-04,해피손해보험,자동차,50대,여성,1214,40,71035000,61771000,87.0
2025-04,조녁생명,어린이,0-1세,남성,542,27,31446000,28294000,90.0
2025-04,조녁생명,어린이,0-1세,여성,508,26,30182000,26640000,88.3
2025-04,조녁생명,어린이,2-5세,남성,968,44,38117000,33190000,87.1
2025-04,조녁생명,어린이,2-5세,여성,934,43,37012000,30922000,83.5
2025-04,조녁생명,어린이,6-10세,남성,1124,50,34809000,29487000,84.7
2025-04,조녁생명,어린이,6-10세,여성,1061,46,33104000,27327000,82.5
2025-04,조녁생명,어린이,11-15세,남성,816,34,21647000,17622000,81.4
2025-04,조녁생명,어린이,11-15세,여성,766,31,20424000,16438000,80.5
2025-04,미래라이프,어린이,0-1세,남성,616,31,32286000,28257000,87.5
2025-04,미래라이프,어린이,0-1세,여성,608,31,31341000,26358000,84.1
2025-04,미래라이프,어린이,2-5세,남성,1076,50,37721000,30967000,82.1
2025-04,미래라이프,어린이,2-5세,여성,1025,47,36097000,29941000,82.9
2025-04,미래라이프,어린이,6-10세,남성,1231,56,34597000,28541000,82.5
2025-04,미래라이프,어린이,6-10세,여성,1175,52,33031000,26510000,80.3
2025-04,미래라이프,어린이,11-15세,남성,935,38,21848000,17805000,81.5
2025-04,미래라이프,어린이,11-15세,여성,839,35,20058000,16090000,80.2
2025-04,정원손해보험,어린이,0-1세,남성,568,29,31282000,27389000,87.6
2025-04,정원손해보험,어린이,0-1세,여성,551,28,30011000,26211000,87.3
2025-04,정원손해보험,어린이,2-5세,남성,992,45,35973000,29655000,82.4
2025-04,정원손해보험,어린이,2-5세,여성,990,45,36506000,30072000,82.4
2025-04,정원손해보험,어린이,6-10세,남성,1120,49,32902000,27195000,82.7
2025-04,정원손해보험,어린이,6-10세,여성,1072,48,31618000,25165000,79.6
2025-04,정원손해보험,어린이,11-15세,남성,871,36,21478000,17702000,82.4
2025-04,정원손해보험,어린이,11-15세,여성,827,35,21022000,16515000,78.6
2025-04,해피손해보험,어린이,0-1세,남성,620,32,31564000,28265000,89.5
2025-04,해피손해보험,어린이,0-1세,여성,587,30,29535000,25432000,86.1
2025-04,해피손해보험,어린이,2-5세,남성,1097,52,36787000,31022000,84.3
2025-04,해피손해보험,어린이,2-5세,여성,1045,49,34988000,29214000,83.5
2025-04,해피손해보험,어린이,6-10세,남성,1224,53,32797000,27781000,84.7
2025-04,해피손해보험,어린이,6-10세,여성,1198,52,31553000,25376000,80.4
2025-04,해피손해보험,어린이,11-15세,남성,904,37,20686000,17132000,82.8
2025-04,해피손해보험,어린이,11-15세,여성,861,34,19927000,16107000,80.8
2025-04,조녁생명,실손,20대,남성,1284,39,14259000,11534000,80.9
2025-04,조녁생명,실손,20대,여성,1364,42,15662000,13230000,84.5
2025-04,조녁생명,실손,30대,남성,1513,49,20769000,17005000,81.9
2025-04,조녁생명,실손,30대,여성,1593,52,22242000,18931000,85.1
2025-04,조녁생명,실손,40대,남성,1426,47,24961000,21160000,84.8
2025-04,조녁생명,실손,40대,여성,1503,50,27586000,24263000,88.0
2025-04,조녁생명,실손,50대,남성,1109,40,24503000,21670000,88.4
2025-04,조녁생명,실손,50대,여성,1234,51,28546000,29987000,105.0
2025-04,조녁생명,실손,60대,남성,779,31,20242000,18882000,93.3
2025-04,조녁생명,실손,60대,여성,784,32,21595000,20499000,94.9
2025-04,미래라이프,실손,20대,남성,1450,44,14630000,11387000,77.8
2025-04,미래라이프,실손,20대,여성,1581,52,16061000,12801000,79.7
2025-04,미래라이프,실손,30대,남성,1675,52,20657000,16773000,81.2
2025-04,미래라이프,실손,30대,여성,1803,61,22880000,19068000,83.3
2025-04,미래라이프,실손,40대,남성,1571,53,24947000,19740000,79.1
2025-04,미래라이프,실손,40대,여성,1643,55,27041000,22881000,84.6
2025-04,미래라이프,실손,50대,남성,1328,48,26477000,22305000,84.2
2025-04,미래라이프,실손,50대,여성,1345,53,27460000,28128000,102.4
2025-04,미래라이프,실손,60대,남성,874,33,20235000,18054000,89.2
2025-04,미래라이프,실손,60대,여성,936,39,22120000,20896000,94.5
2025-04,정원손해보험,실손,20대,남성,1322,41,13969000,11127000,79.7
2025-04,정원손해보험,실손,20대,여성,1384,46,14884000,12142000,81.6
2025-04,정원손해보험,실손,30대,남성,1525,46,19128000,15133000,79.1
2025-04,정원손해보험,실손,30대,여성,1663,56,21753000,18345000,84.3
2025-04,정원손해보험,실손,40대,남성,1479,50,24118000,20031000,83.1
2025-04,정원손해보험,실손,40대,여성,1547,54,26714000,22719000,85.0
2025-04,정원손해보험,실손,50대,남성,1164,44,24362000,21177000,86.9
2025-04,정원손해보험,실손,50대,여성,1231,50,26122000,27045000,103.5
2025-04,정원손해보험,실손,60대,남성,811,32,19603000,17899000,91.3
2025-04,정원손해보험,실손,60대,여성,835,35,20931000,19916000,95.2
2025-04,해피손해보험,실손,20대,남성,1456,45,14001000,11375000,81.2
2025-04,해피손해보험,실손,20대,여성,1516,49,14854000,12205000,82.2
2025-04,해피손해보험,실손,30대,남성,1672,53,19246000,15557000,80.8
2025-04,해피손해보험,실손,30대,여성,1869,63,22428000,19074000,85.0
2025-04,해피손해보험,실손,40대,남성,1650,53,24981000,20839000,83.4
2025-04,해피손해보험,실손,40대,여성,1678,54,26569000,22675000,85.3
2025-04,해피손해보험,실손,50대,남성,1295,46,24273000,21706000,89.4
2025-04,해피손해보험,실손,50대,여성,1418,58,27645000,28750000,104.0
2025-04,해피손해보험,실손,60대,남성,877,35,19353000,17719000,91.6
2025-04,해피손해보험,실손,60대,여성,932,38,21759000,20729000,95.3
2025-04,조녁생명,종신,30대,남성,443,2,44855000,35274000,78.6
2025-04,조녁생명,종신,30대,여성,441,3,41534000,30928000,74.5
2025-04,조녁생명,종신,40대,남성,540,4,84764000,66850000,78.9
2025-04,조녁생명,종신,40대,여성,545,3,80093000,60394000,75.4
2025-04,조녁생명,종신,50대,남성,498,4,108909000,87735000,80.6
2025-04,조녁생명,종신,50대,여성,483,4,98318000,78392000,79.7
2025-04,조녁생명,종신,60대,남성,354,2,101852000,85597000,84.0
2025-04,조녁생명,종신,60대,여성,355,3,92366000,77582000,84.0
2025-04,조녁생명,종신,70대,남성,201,2,67581000,59316000,87.8
2025-04,조녁생명,종신,70대,여성,199,2,61960000,52284000,84.4
2025-04,미래라이프,종신,30대,남성,503,3,44237000,32802000,74.2
2025-04,미래라이프,종신,30대,여성,508,2,42419000,31203000,73.6
2025-04,미래라이프,종신,40대,남성,593,4,82994000,63455000,76.5
2025-04,미래라이프,종신,40대,여성,625,4,82715000,59474000,71.9
2025-04,미래라이프,종신,50대,남성,547,4,106110000,81352000,76.7
2025-04,미래라이프,종신,50대,여성,548,4,98582000,74813000,75.9
2025-04,미래라이프,종신,60대,남성,394,3,98436000,80820000,82.1
2025-04,미래라이프,종신,60대,여성,377,4,89561000,71974000,80.4
2025-04,미래라이프,종신,70대,남성,219,2,64869000,53929000,83.1
2025-04,미래라이프,종신,70대,여성,223,2,62573000,51597000,82.5
2025-04,정원손해보험,화재,30대,남성,277,3,5045000,4072000,80.7
2025-04,정원손해보험,화재,30대,여성,292,3,5145000,4307000,83.7
2025-04,정원손해보험,화재,40대,남성,421,5,9893000,8213000,83.0
2025-04,정원손해보험,화재,40대,여성,423,5,9869000,8279000,83.9
2025-04,정원손해보험,화재,50대,남성,504,7,15554000,12929000,83.1
2025-04,정원손해보험,화재,50대,여성,493,6,15543000,13266000,85.4
2025-04,정원손해보험,화재,60대,남성,373,5,16341000,14942000,91.4
2025-04,정원손해보험,화재,60대,여성,378,4,17011000,15459000,90.9
2025-04,해피손해보험,화재,30대,남성,321,4,5352000,4397000,82.2
2025-04,해피손해보험,화재,30대,여성,309,3,5027000,4181000,83.2
2025-04,해피손해보험,화재,40대,남성,478,6,10595000,9041000,85.3
2025-04,해피손해보험,화재,40대,여성,480,6,10617000,9095000,85.7
2025-04,해피손해보험,화재,50대,남성,534,6,15381000,13445000,87.4
2025-04,해피손해보험,화재,50대,여성,520,7,15217000,13366000,87.8
2025-04,해피손해보험,화재,60대,남성,420,5,17171000,15359000,89.4
2025-04,해피손해보험,화재,60대,여성,407,6,16766000,15292000,91.2
2025-05,정원손해보험,자동차,20대,남성,1401,52,142370000,128746000,90.4
2025-05,정원손해보험,자동차,20대,여성,1177,39,101953000,89343000,87.6
2025-05,정원손해보험,자동차,30대,남성,1901,64,147655000,125127000,84.7
2025-05,정원손해보험,자동차,30대,여성,1604,49,107906000,88132000,81.7
2025-05,정원손해보험,자동차,40대,남성,1713,53,122941000,100869000,82.0
2025-05,정원손해보험,자동차,40대,여성,1428,42,87310000,70886000,81.2
2025-05,정원손해보험,자동차,50대,남성,1308,41,99823000,86966000,87.1
2025-05,정원손해보험,자동차,50대,여성,1114,32,73046000,61462000,84.1
2025-05,해피손해보험,자동차,20대,남성,1566,58,145909000,137016000,93.9
2025-05,해피손해보험,자동차,20대,여성,1347,47,109013000,96630000,88.6
2025-05,해피손해보험,자동차,30대,남성,2085,64,148040000,130322000,88.0
2025-05,해피손해보험,자동차,30대,여성,1774,54,107745000,90727000,84.2
2025-05,해피손해보험,자동차,40대,남성,1925,57,126013000,104821000,83.2
2025-05,해피손해보험,자동차,40대,여성,1583,45,87642000,71806000,81.9
2025-05,해피손해보험,자동차,50대,남성,1440,45,100281000,88824000,88.6
2025-05,해피손해보험,자동차,50대,여성,1249,37,73480000,61391000,83.5
2025-05,조녁생명,어린이,0-1세,남성,542,29,32414000,29642000,91.4
2025-05,조녁생명,어린이,0-1세,여성,526,29,31561000,28474000,90.2
2025-05,조녁생명,어린이,2-5세,남성,978,49,38672000,34352000,88.8
2025-05,조녁생명,어린이,2-5세,여성,942,46,36841000,32067000,87.0
2025-05,조녁생명,어린이,6-10세,남성,1079,51,33505000,29342000,87.6
2025-05,조녁생명,어린이,6-10세,여성,1013,48,32103000,27737000,86.4
2025-05,조녁생명,어린이,11-15세,남성,818,35,21777000,18671000,85.7
2025-05,조녁생명,어린이,11-15세,여성,757,34,19996000,16511000,82.6
2025-05,미래라이프,어린이,0-1세,남성,641,35,34157000,29537000,86.5
2025-05,미래라이프,어린이,0-1세,여성,588,33,30855000,26426000,85.6
2025-05,미래라이프,어린이,2-5세,남성,1082,54,37916000,32687000,86.2
2025-05,미래라이프,어린이,2-5세,여성,1058,52,36993000,30884000,83.5
2025-05,미래라이프,어린이,6-10세,남성,1270,60,35382000,29802000,84.2
2025-05,미래라이프,어린이,6-10세,여성,1153,56,32427000,26467000,81.6
2025-05,미래라이프,어린이,11-15세,남성,945,42,22434000,18261000,81.4
2025-05,미래라이프,어린이,11-15세,여성,887,40,21151000,16826000,79.6
2025-05,정원손해보험,어린이,0-1세,남성,591,33,32199000,29239000,90.8
2025-05,정원손해보험,어린이,0-1세,여성,555,30,30151000,26579000,88.2
2025-05,정원손해보험,어린이,2-5세,남성,1048,51,38326000,32926000,85.9
2025-05,정원손해보험,어린이,2-5세,여성,991,48,36456000,31318000,85.9
2025-05,정원손해보험,어린이,6-10세,남성,1141,55,33730000,28881000,85.6
2025-05,정원손해보험,어린이,6-10세,여성,1082,51,31158000,26224000,84.2
2025-05,정원손해보험,어린이,11-15세,남성,859,37,21334000,17962000,84.2
2025-05,정원손해보험,어린이,11-15세,여성,781,35,19812000,16421000,82.9
2025-05,해피손해보험,어린이,0-1세,남성,646,36,32817000,29774000,90.7
2025-05,해피손해보험,어린이,0-1세,여성,586,32,29725000,26030000,87.6
2025-05,해피손해보험,어린이,2-5세,남성,1152,57,38961000,33364000,85.6
2025-05,해피손해보험,어린이,2-5세,여성,1087,55,37234000,32248000,86.6
2025-05,해피손해보험,어린이,6-10세,남성,1261,61,34265000,29178000,85.2
2025-05,해피손해보험,어린이,6-10세,여성,1193,57,31706000,26889000,84.8
2025-05,해피손해보험,어린이,11-15세,남성,966,44,22323000,18582000,83.2
2025-05,해피손해보험,어린이,11-15세,여성,860,39,19826000,16730000,84.4
2025-05,조녁생명,실손,20대,남성,1271,35,14096000,11141000,79.0
2025-05,조녁생명,실손,20대,여성,1376,40,16080000,13113000,81.5
2025-05,조녁생명,실손,30대,남성,1468,40,20250000,16244000,80.2
2025-05,조녁생명,실손,30대,여성,1603,49,22382000,18833000,84.1
2025-05,조녁생명,실손,40대,남성,1394,41,24627000,20206000,82.0
2025-05,조녁생명,실손,40대,여성,1506,43,27536000,23597000,85.7
2025-05,조녁생명,실손,50대,남성,1129,38,24678000,21010000,85.1
2025-05,조녁생명,실손,50대,여성,1166,42,26886000,27774000,103.3
2025-05,조녁생명,실손,60대,남성,760,26,19842000,17803000,89.7
2025-05,조녁생명,실손,60대,여성,789,30,21028000,19970000,95.0
2025-05,미래라이프,실손,20대,남성,1511,42,15084000,11219000,74.4
2025-05,미래라이프,실손,20대,여성,1488,42,15387000,12259000,79.7
2025-05,미래라이프,실손,30대,남성,1716,47,21162000,16061000,75.9
2025-05,미래라이프,실손,30대,여성,1823,55,23392000,18934000,80.9
2025-05,미래라이프,실손,40대,남성,1572,46,24780000,18961000,76.5
2025-05,미래라이프,실손,40대,여성,1713,49,28399000,22614000,79.6
2025-05,미래라이프,실손,50대,남성,1294,43,25546000,21662000,84.8
2025-05,미래라이프,실손,50대,여성,1352,50,27733000,27913000,100.6
2025-05,미래라이프,실손,60대,남성,878,31,20376000,18117000,88.9
2025-05,미래라이프,실손,60대,여성,937,35,22657000,20646000,91.1
2025-05,정원손해보험,실손,20대,남성,1350,38,14066000,10654000,75.7
2025-05,정원손해보험,실손,20대,여성,1409,40,15210000,12320000,81.0
2025-05,정원손해보험,실손,30대,남성,1545,44,19421000,15181000,78.2
2025-05,정원손해보험,실손,30대,여성,1694,51,22204000,18409000,82.9
2025-05,정원손해보험,실손,40대,남성,1425,39,23652000,18788000,79.4
2025-05,정원손해보험,실손,40대,여성,1545,46,26757000,21988000,82.2
2025-05,정원손해보험,실손,50대,남성,1180,40,24602000,20934000,85.1
2025-05,정원손해보험,실손,50대,여성,1213,45,26239000,26121000,99.6
2025-05,정원손해보험,실손,60대,남성,799,29,19565000,17140000,87.6
2025-05,정원손해보험,실손,60대,여성,845,32,21363000,19577000,91.6
2025-05,해피손해보험,실손,20대,남성,1448,39,13709000,10495000,76.6
2025-05,해피손해보험,실손,20대,여성,1578,47,15527000,12567000,80.9
2025-05,해피손해보험,실손,30대,남성,1774,51,20414000,16466000,80.7
2025-05,해피손해보험,실손,30대,여성,1824,52,22359000,18013000,80.6
2025-05,해피손해보험,실손,40대,남성,1587,45,23841000,18940000,79.4
2025-05,해피손해보험,실손,40대,여성,1722,53,27324000,22977000,84.1
2025-05,해피손해보험,실손,50대,남성,1277,41,24675000,21013000,85.2
2025-05,해피손해보험,실손,50대,여성,1431,52,28084000,28808000,102.6
2025-05,해피손해보험,실손,60대,남성,857,31,18921000,17150000,90.6
2025-05,해피손해보험,실손,60대,여성,917,33,21560000,20260000,94.0
2025-05,조녁생명,종신,30대,남성,453,3,45743000,35450000,77.5
2025-05,조녁생명,종신,30대,여성,462,2,42319000,32003000,75.6
2025-05,조녁생명,종신,40대,남성,529,3,82079000,64275000,78.3
2025-05,조녁생명,종신,40대,여성,537,3,79173000,59534000,75.2
2025-05,조녁생명,종신,50대,남성,503,3,110097000,89537000,81.3
2025-05,조녁생명,종신,50대,여성,476,3,96258000,77549000,80.6
2025-05,조녁생명,종신,60대,남성,335,3,95487000,80927000,84.8
2025-05,조녁생명,종신,60대,여성,348,3,93066000,76867000,82.6
2025-05,조녁생명,종신,70대,남성,196,2,66270000,58241000,87.9
2025-05,조녁생명,종신,70대,여성,193,1,59372000,50211000,84.6
2025-05,미래라이프,종신,30대,남성,519,4,45596000,34231000,75.1
2025-05,미래라이프,종신,30대,여성,497,4,40471000,29407000,72.7
2025-05,미래라이프,종신,40대,남성,631,5,88067000,64878000,73.7
2025-05,미래라이프,종신,40대,여성,599,3,78680000,58004000,73.7
2025-05,미래라이프,종신,50대,남성,567,4,109413000,86343000,78.9
2025-05,미래라이프,종신,50대,여성,546,4,98412000,75428000,76.6
2025-05,미래라이프,종신,60대,남성,381,3,97310000,78411000,80.6
2025-05,미래라이프,종신,60대,여성,389,3,92504000,73901000,79.9
2025-05,미래라이프,종신,70대,남성,220,2,65997000,55627000,84.3
2025-05,미래라이프,종신,70대,여성,226,2,62851000,52447000,83.4
2025-05,정원손해보험,화재,30대,남성,290,2,5226000,4094000,78.3
2025-05,정원손해보험,화재,30대,여성,288,2,5156000,4144000,80.4
2025-05,정원손해보험,화재,40대,남성,416,2,9814000,7696000,78.4
2025-05,정원손해보험,화재,40대,여성,419,3,9888000,7963000,80.5
2025-05,정원손해보험,화재,50대,남성,477,4,14818000,12001000,81.0
2025-05,정원손해보험,화재,50대,여성,496,3,15835000,13205000,83.4
2025-05,정원손해보험,화재,60대,남성,375,3,16960000,14519000,85.6
2025-05,정원손해보험,화재,60대,여성,377,3,17035000,15188000,89.2
2025-05,해피손해보험,화재,30대,남성,314,3,5213000,4218000,80.9
2025-05,해피손해보험,화재,30대,여성,302,2,5009000,4078000,81.4
2025-05,해피손해보험,화재,40대,남성,465,3,10077000,8323000,82.6
2025-05,해피손해보험,화재,40대,여성,483,4,10413000,8692000,83.5
